optimizer,Num of Layers,Epoch,Batch Size,Learning Rate,Validation Accuracy,Validation Loss,Samples
SGD,34,8,8,0.005,0.9326,0.7567,"SGD, 34, 8, 8, 0.005"
SGD,34,10,8,0.005,0.957,0.6512,"SGD, 34, 10, 8, 0.005"
SGD,34,30,8,0.005,0.998,0.0781,"SGD, 34, 30, 8, 0.005"
SGD,34,50,8,0.005,0.9997,0.0166,"SGD, 34, 50, 8, 0.005"
SGD,34,70,8,0.005,0.9999,0.0047,"SGD, 34, 70, 8, 0.005"
SGD,34,90,8,0.005,1,0.0018,"SGD, 34, 90, 8, 0.005"
SGD,34,110,8,0.005,1,0.0009,"SGD, 34, 110, 8, 0.005"
SGD,34,1,16,0.005,0.6699,1.5487,"SGD, 34, 1, 16, 0.005"
SGD,34,2,16,0.005,0.7676,1.2794,"SGD, 34, 2, 16, 0.005"
SGD,34,4,16,0.005,0.8682,1.0281,"SGD, 34, 4, 16, 0.005"
SGD,34,6,16,0.005,0.9277,0.8479,"SGD, 34, 6, 16, 0.005"
SGD,34,8,16,0.005,0.9648,0.7136,"SGD, 34, 8, 16, 0.005"
SGD,34,10,16,0.005,0.9854,0.6139,"SGD, 34, 10, 16, 0.005"
SGD,34,30,16,0.005,0.9995,0.0103,"SGD, 34, 30, 16, 0.005"
SGD,34,50,16,0.005,1,0.0022,"SGD, 34, 50, 16, 0.005"
SGD,34,70,16,0.005,1,0.0007,"SGD, 34, 70, 16, 0.005"
SGD,34,90,16,0.005,1,0.0003,"SGD, 34, 90, 16, 0.005"
SGD,34,110,16,0.005,1,0.0001,"SGD, 34, 110, 16, 0.005"
SGD,34,1,32,0.005,0.6943,1.5147,"SGD, 34, 1, 32, 0.005"
SGD,34,2,32,0.005,0.7939,1.2421,"SGD, 34, 2, 32, 0.005"
SGD,34,4,32,0.005,0.8965,0.9865,"SGD, 34, 4, 32, 0.005"
SGD,34,6,32,0.005,0.9492,0.8067,"SGD, 34, 6, 32, 0.005"
SGD,34,8,32,0.005,0.9785,0.6742,"SGD, 34, 8, 32, 0.005"
SGD,34,10,32,0.005,0.9922,0.5778,"SGD, 34, 10, 32, 0.005"
SGD,34,30,32,0.005,1,0.0062,"SGD, 34, 30, 32, 0.005"
SGD,34,50,32,0.005,1,0.0014,"SGD, 34, 50, 32, 0.005"
SGD,34,70,32,0.005,1,0.0004,"SGD, 34, 70, 32, 0.005"
SGD,34,90,32,0.005,1,0.0002,"SGD, 34, 90, 32, 0.005"
SGD,34,110,32,0.005,1,0.0001,"SGD, 34, 110, 32, 0.005"
SGD,34,1,64,0.005,0.7188,1.4809,"SGD, 34, 1, 64, 0.005"
SGD,34,2,64,0.005,0.8193,1.2046,"SGD, 34, 2, 64, 0.005"
SGD,34,4,64,0.005,0.917,0.9492,"SGD, 34, 4, 64, 0.005"
SGD,34,6,64,0.005,0.9629,0.7754,"SGD, 34, 6, 64, 0.005"
SGD,34,8,64,0.005,0.9844,0.6458,"SGD, 34, 8, 64, 0.005"
SGD,34,10,64,0.005,0.9941,0.5542,"SGD, 34, 10, 64, 0.005"
SGD,34,30,64,0.005,1,0.0031,"SGD, 34, 30, 64, 0.005"
SGD,34,50,64,0.005,1,0.0007,"SGD, 34, 50, 64, 0.005"
SGD,34,70,64,0.005,1,0.0002,"SGD, 34, 70, 64, 0.005"
SGD,34,90,64,0.005,1,0.0001,"SGD, 34, 90, 64, 0.005"
SGD,34,110,64,0.005,1,0,"SGD, 34, 110, 64, 0.005"
SGD,34,1,8,0.0075,0.2188,2.0412,"SGD, 34, 1, 8, 0.0075"
SGD,34,2,8,0.0075,0.2891,1.9071,"SGD, 34, 2, 8, 0.0075"
SGD,34,4,8,0.0075,0.3906,1.6913,"SGD, 34, 4, 8, 0.0075"
SGD,34,6,8,0.0075,0.4609,1.5199,"SGD, 34, 6, 8, 0.0075"
SGD,34,8,8,0.0075,0.5312,1.3691,"SGD, 34, 8, 8, 0.0075"
SGD,34,10,8,0.0075,0.5859,1.2449,"SGD, 34, 10, 8, 0.0075"
SGD,34,30,8,0.0075,0.9453,0.4015,"SGD, 34, 30, 8, 0.0075"
SGD,34,50,8,0.0075,0.9727,0.2176,"SGD, 34, 50, 8, 0.0075"
SGD,34,70,8,0.0075,0.9844,0.1418,"SGD, 34, 70, 8, 0.0075"
SGD,34,90,8,0.0075,0.9922,0.0987,"SGD, 34, 90, 8, 0.0075"
SGD,34,110,8,0.0075,0.9961,0.0702,"SGD, 34, 110, 8, 0.0075"
SGD,34,1,16,0.0075,0.2344,2.0116,"SGD, 34, 1, 16, 0.0075"
SGD,34,2,16,0.0075,0.3203,1.8254,"SGD, 34, 2, 16, 0.0075"
SGD,34,4,16,0.0075,0.4258,1.6023,"SGD, 34, 4, 16, 0.0075"
SGD,34,6,16,0.0075,0.5078,1.4249,"SGD, 34, 6, 16, 0.0075"
SGD,34,8,16,0.0075,0.5781,1.271,"SGD, 34, 8, 16, 0.0075"
SGD,34,10,16,0.0075,0.6328,1.1454,"SGD, 34, 10, 16, 0.0075"
SGD,34,30,16,0.0075,0.9375,0.3687,"SGD, 34, 30, 16, 0.0075"
SGD,34,50,16,0.0075,0.9688,0.2015,"SGD, 34, 50, 16, 0.0075"
SGD,34,70,16,0.0075,0.9844,0.1302,"SGD, 34, 70, 16, 0.0075"
SGD,34,90,16,0.0075,0.9922,0.0908,"SGD, 34, 90, 16, 0.0075"
SGD,34,110,16,0.0075,0.9961,0.0644,"SGD, 34, 110, 16, 0.0075"
SGD,34,1,32,0.0075,0.2422,1.9825,"SGD, 34, 1, 32, 0.0075"
SGD,34,2,32,0.0075,0.3477,1.7462,"SGD, 34, 2, 32, 0.0075"
SGD,34,4,32,0.0075,0.457,1.5189,"SGD, 34, 4, 32, 0.0075"
SGD,34,6,32,0.0075,0.5547,1.3317,"SGD, 34, 6, 32, 0.0075"
SGD,34,8,32,0.0075,0.6328,1.1794,"SGD, 34, 8, 32, 0.0075"
SGD,34,10,32,0.0075,0.6953,1.0583,"SGD, 34, 10, 32, 0.0075"
SGD,34,30,32,0.0075,0.9258,0.3421,"SGD, 34, 30, 32, 0.0075"
SGD,34,50,32,0.0075,0.9648,0.1867,"SGD, 34, 50, 32, 0.0075"
SGD,34,70,32,0.0075,0.9805,0.1207,"SGD, 34, 70, 32, 0.0075"
SGD,34,90,32,0.0075,0.9883,0.0843,"SGD, 34, 90, 32, 0.0075"
SGD,34,110,32,0.0075,0.9922,0.0598,"SGD, 34, 110, 32, 0.0075"
SGD,34,1,64,0.0075,0.25,1.9561,"SGD, 34, 1, 64, 0.0075"
SGD,34,2,64,0.0075,0.3711,1.6978,"SGD, 34, 2, 64, 0.0075"
SGD,34,4,64,0.0075,0.4805,1.4643,"SGD, 34, 4, 64, 0.0075"
SGD,34,6,64,0.0075,0.5781,1.2732,"SGD, 34, 6, 64, 0.0075"
SGD,34,8,64,0.0075,0.6602,1.1178,"SGD, 34, 8, 64, 0.0075"
SGD,34,10,64,0.0075,0.7266,0.9965,"SGD, 34, 10, 64, 0.0075"
SGD,34,30,64,0.0075,0.9141,0.3174,"SGD, 34, 30, 64, 0.0075"
SGD,34,50,64,0.0075,0.9551,0.1735,"SGD, 34, 50, 64, 0.0075"
SGD,34,70,64,0.0075,0.9766,0.112,"SGD, 34, 70, 64, 0.0075"
SGD,34,90,64,0.0075,0.9844,0.0784,"SGD, 34, 90, 64, 0.0075"
SGD,34,110,64,0.0075,0.9883,0.0557,"SGD, 34, 110, 64, 0.0075"
SGD,34,1,8,0.01,0.1562,2.3307,"SGD, 34, 1, 8, 0.01"
SGD,34,2,8,0.01,0.125,2.3734,"SGD, 34, 2, 8, 0.01"
SGD,34,4,8,0.01,0.1016,2.4289,"SGD, 34, 4, 8, 0.01"
SGD,34,6,8,0.01,0.0859,2.4864,"SGD, 34, 6, 8, 0.01"
SGD,34,8,8,0.01,0.0703,2.5482,"SGD, 34, 8, 8, 0.01"
SGD,34,10,8,0.01,0.0625,2.6166,"SGD, 34, 10, 8, 0.01"
SGD,34,30,8,0.01,0.0469,3.1124,"SGD, 34, 30, 8, 0.01"
SGD,34,50,8,0.01,0.0391,3.5665,"SGD, 34, 50, 8, 0.01"
SGD,34,70,8,0.01,0.0391,4.0252,"SGD, 34, 70, 8, 0.01"
SGD,34,90,8,0.01,0.0391,4.4895,"SGD, 34, 90, 8, 0.01"
SGD,34,110,8,0.01,0.0391,4.9594,"SGD, 34, 110, 8, 0.01"
SGD,34,1,16,0.01,0.1328,2.3489,"SGD, 34, 1, 16, 0.01"
SGD,34,2,16,0.01,0.1016,2.4038,"SGD, 34, 2, 16, 0.01"
SGD,34,4,16,0.01,0.0859,2.4706,"SGD, 34, 4, 16, 0.01"
SGD,34,6,16,0.01,0.0781,2.5493,"SGD, 34, 6, 16, 0.01"
SGD,34,8,16,0.01,0.0703,2.6388,"SGD, 34, 8, 16, 0.01"
SGD,34,10,16,0.01,0.0625,2.7389,"SGD, 34, 10, 16, 0.01"
SGD,34,30,16,0.01,0.0469,3.7382,"SGD, 34, 30, 16, 0.01"
SGD,34,50,16,0.01,0.0391,4.8244,"SGD, 34, 50, 16, 0.01"
SGD,34,70,16,0.01,0.0391,5.9267,"SGD, 34, 70, 16, 0.01"
SGD,34,90,16,0.01,0.0391,7.0449,"SGD, 34, 90, 16, 0.01"
SGD,34,110,16,0.01,0.0391,8.179,"SGD, 34, 110, 16, 0.01"
SGD,34,1,32,0.01,0.1211,2.3837,"SGD, 34, 1, 32, 0.01"
SGD,34,2,32,0.01,0.0938,2.4384,"SGD, 34, 2, 32, 0.01"
SGD,34,4,32,0.01,0.0859,2.5152,"SGD, 34, 4, 32, 0.01"
SGD,34,6,32,0.01,0.0859,2.6056,"SGD, 34, 6, 32, 0.01"
SGD,34,8,32,0.01,0.0781,2.7096,"SGD, 34, 8, 32, 0.01"
SGD,34,10,32,0.01,0.0703,2.8269,"SGD, 34, 10, 32, 0.01"
SGD,34,30,32,0.01,0.0547,4.1312,"SGD, 34, 30, 32, 0.01"
SGD,34,50,32,0.01,0.0469,5.5757,"SGD, 34, 50, 32, 0.01"
SGD,34,70,32,0.01,0.0469,7.0279,"SGD, 34, 70, 32, 0.01"
SGD,34,90,32,0.01,0.0469,8.4866,"SGD, 34, 90, 32, 0.01"
SGD,34,110,32,0.01,0.0469,9.9519,"SGD, 34, 110, 32, 0.01"
SGD,34,1,64,0.01,0.1133,2.4156,"SGD, 34, 1, 64, 0.01"
SGD,34,2,64,0.01,0.0938,2.4717,"SGD, 34, 2, 64, 0.01"
SGD,34,4,64,0.01,0.0859,2.5537,"SGD, 34, 4, 64, 0.01"
SGD,34,6,64,0.01,0.0859,2.6502,"SGD, 34, 6, 64, 0.01"
SGD,34,8,64,0.01,0.0781,2.7608,"SGD, 34, 8, 64, 0.01"
SGD,34,10,64,0.01,0.0703,2.8843,"SGD, 34, 10, 64, 0.01"
SGD,34,30,64,0.01,0.0547,4.4912,"SGD, 34, 30, 64, 0.01"
SGD,34,50,64,0.01,0.0469,6.2204,"SGD, 34, 50, 64, 0.01"
SGD,34,70,64,0.01,0.0469,7.953,"SGD, 34, 70, 64, 0.01"
SGD,34,90,64,0.01,0.0469,9.6891,"SGD, 34, 90, 64, 0.01"
SGD,34,110,64,0.01,0.0469,11.4288,"SGD, 34, 110, 64, 0.01"
Adam,50,1,8,0.001,0.4089,1.9892,"Adam, 50, 1, 8, 0.001"
Adam,50,2,8,0.001,0.5201,1.7468,"Adam, 50, 2, 8, 0.001"
Adam,50,4,8,0.001,0.6485,1.5029,"Adam, 50, 4, 8, 0.001"
Adam,50,6,8,0.001,0.7492,1.3285,"Adam, 50, 6, 8, 0.001"
Adam,50,8,8,0.001,0.8127,1.2039,"Adam, 50, 8, 8, 0.001"
Adam,50,10,8,0.001,0.8562,1.1075,"Adam, 50, 10, 8, 0.001"
Adam,50,30,8,0.001,0.9634,0.6321,"Adam, 50, 30, 8, 0.001"
Adam,50,50,8,0.001,0.9863,0.4246,"Adam, 50, 50, 8, 0.001"
Adam,50,70,8,0.001,0.9945,0.3067,"Adam, 50, 70, 8, 0.001"
Adam,50,90,8,0.001,0.9978,0.2325,"Adam, 50, 90, 8, 0.001"
Adam,50,110,8,0.001,0.9992,0.1802,"Adam, 50, 110, 8, 0.001"
Adam,50,1,16,0.001,0.4612,1.8925,"Adam, 50, 1, 16, 0.001"
Adam,50,2,16,0.001,0.5728,1.6429,"Adam, 50, 2, 16, 0.001"
Adam,50,4,16,0.001,0.6941,1.4147,"Adam, 50, 4, 16, 0.001"
Adam,50,6,16,0.001,0.7902,1.2301,"Adam, 50, 6, 16, 0.001"
Adam,50,8,16,0.001,0.8536,1.0978,"Adam, 50, 8, 16, 0.001"
Adam,50,10,16,0.001,0.8973,0.9976,"Adam, 50, 10, 16, 0.001"
Adam,50,30,16,0.001,0.9754,0.4421,"Adam, 50, 30, 16, 0.001"
Adam,50,50,16,0.001,0.9918,0.2564,"Adam, 50, 50, 16, 0.001"
Adam,50,70,16,0.001,0.997,0.1698,"Adam, 50, 70, 16, 0.001"
Adam,50,90,16,0.001,0.9988,0.1184,"Adam, 50, 90, 16, 0.001"
Adam,50,110,16,0.001,0.9995,0.0861,"Adam, 50, 110, 16, 0.001"
Adam,50,1,32,0.001,0.5076,1.8001,"Adam, 50, 1, 32, 0.001"
Adam,50,2,32,0.001,0.6182,1.5427,"Adam, 50, 2, 32, 0.001"
Adam,50,4,32,0.001,0.7354,1.3059,"Adam, 50, 4, 32, 0.001"
Adam,50,6,32,0.001,0.8247,1.1265,"Adam, 50, 6, 32, 0.001"
Adam,50,8,32,0.001,0.8821,0.9972,"Adam, 50, 8, 32, 0.001"
Adam,50,10,32,0.001,0.9218,0.8976,"Adam, 50, 10, 32, 0.001"
Adam,50,30,32,0.001,0.9856,0.3587,"Adam, 50, 30, 32, 0.001"
Adam,50,50,32,0.001,0.9962,0.1834,"Adam, 50, 50, 32, 0.001"
Adam,50,70,32,0.001,0.9986,0.1152,"Adam, 50, 70, 32, 0.001"
Adam,50,90,32,0.001,0.9995,0.0803,"Adam, 50, 90, 32, 0.001"
Adam,50,110,32,0.001,0.9998,0.0581,"Adam, 50, 110, 32, 0.001"
Adam,50,1,64,0.001,0.5508,1.7072,"Adam, 50, 1, 64, 0.001"
Adam,50,2,64,0.001,0.6613,1.4614,"Adam, 50, 2, 64, 0.001"
Adam,50,4,64,0.001,0.7765,1.2198,"Adam, 50, 4, 64, 0.001"
Adam,50,6,64,0.001,0.8592,1.0405,"Adam, 50, 6, 64, 0.001"
Adam,50,8,64,0.001,0.9127,0.9087,"Adam, 50, 8, 64, 0.001"
Adam,50,10,64,0.001,0.9474,0.8112,"Adam, 50, 10, 64, 0.001"
Adam,50,30,64,0.001,0.9917,0.3001,"Adam, 50, 30, 64, 0.001"
Adam,50,50,64,0.001,0.998,0.1392,"Adam, 50, 50, 64, 0.001"
Adam,50,70,64,0.001,0.9994,0.0876,"Adam, 50, 70, 64, 0.001"
Adam,50,90,64,0.001,0.9998,0.0614,"Adam, 50, 90, 64, 0.001"
Adam,50,110,64,0.001,0.9999,0.0459,"Adam, 50, 110, 64, 0.001"
Adam,50,1,8,0.0025,0.4371,1.9443,"Adam, 50, 1, 8, 0.0025"
Adam,50,2,8,0.0025,0.5462,1.7169,"Adam, 50, 2, 8, 0.0025"
Adam,50,4,8,0.0025,0.6654,1.4927,"Adam, 50, 4, 8, 0.0025"
Adam,50,6,8,0.0025,0.7621,1.3116,"Adam, 50, 6, 8, 0.0025"
Adam,50,8,8,0.0025,0.8263,1.1827,"Adam, 50, 8, 8, 0.0025"
Adam,50,10,8,0.0025,0.8687,1.0865,"Adam, 50, 10, 8, 0.0025"
Adam,50,30,8,0.0025,0.9723,0.5839,"Adam, 50, 30, 8, 0.0025"
Adam,50,50,8,0.0025,0.9906,0.3872,"Adam, 50, 50, 8, 0.0025"
Adam,50,70,8,0.0025,0.9962,0.2796,"Adam, 50, 70, 8, 0.0025"
Adam,50,90,8,0.0025,0.9983,0.2114,"Adam, 50, 90, 8, 0.0025"
Adam,50,110,8,0.0025,0.9992,0.1641,"Adam, 50, 110, 8, 0.0025"
Adam,50,1,16,0.0025,0.4776,1.8965,"Adam, 50, 1, 16, 0.0025"
Adam,50,2,16,0.0025,0.5923,1.6501,"Adam, 50, 2, 16, 0.0025"
Adam,50,4,16,0.0025,0.7098,1.4167,"Adam, 50, 4, 16, 0.0025"
Adam,50,6,16,0.0025,0.8012,1.2321,"Adam, 50, 6, 16, 0.0025"
Adam,50,8,16,0.0025,0.8634,1.1028,"Adam, 50, 8, 16, 0.0025"
Adam,50,10,16,0.0025,0.9051,1.0034,"Adam, 50, 10, 16, 0.0025"
Adam,50,30,16,0.0025,0.9826,0.4709,"Adam, 50, 30, 16, 0.0025"
Adam,50,50,16,0.0025,0.9945,0.2498,"Adam, 50, 50, 16, 0.0025"
Adam,50,70,16,0.0025,0.9981,0.1547,"Adam, 50, 70, 16, 0.0025"
Adam,50,90,16,0.0025,0.9992,0.1037,"Adam, 50, 90, 16, 0.0025"
Adam,50,110,16,0.0025,0.9997,0.0747,"Adam, 50, 110, 16, 0.0025"
Adam,50,1,32,0.0025,0.5092,1.8821,"Adam, 50, 1, 32, 0.0025"
Adam,50,2,32,0.0025,0.6251,1.6339,"Adam, 50, 2, 32, 0.0025"
Adam,50,4,32,0.0025,0.7413,1.3968,"Adam, 50, 4, 32, 0.0025"
Adam,50,6,32,0.0025,0.8325,1.2152,"Adam, 50, 6, 32, 0.0025"
Adam,50,8,32,0.0025,0.8934,1.0839,"Adam, 50, 8, 32, 0.0025"
Adam,50,10,32,0.0025,0.9345,0.9835,"Adam, 50, 10, 32, 0.0025"
Adam,50,30,32,0.0025,0.9897,0.3387,"Adam, 50, 30, 32, 0.0025"
Adam,50,50,32,0.0025,0.997,0.1701,"Adam, 50, 50, 32, 0.0025"
Adam,50,70,32,0.0025,0.9991,0.1052,"Adam, 50, 70, 32, 0.0025"
Adam,50,90,32,0.0025,0.9997,0.0726,"Adam, 50, 90, 32, 0.0025"
Adam,50,110,32,0.0025,0.9999,0.0531,"Adam, 50, 110, 32, 0.0025"
Adam,50,1,64,0.0025,0.5408,1.8234,"Adam, 50, 1, 64, 0.0025"
Adam,50,2,64,0.0025,0.6579,1.5765,"Adam, 50, 2, 64, 0.0025"
Adam,50,4,64,0.0025,0.7745,1.3458,"Adam, 50, 4, 64, 0.0025"
Adam,50,6,64,0.0025,0.8652,1.1686,"Adam, 50, 6, 64, 0.0025"
Adam,50,8,64,0.0025,0.9268,1.0401,"Adam, 50, 8, 64, 0.0025"
Adam,50,10,64,0.0025,0.9681,0.9437,"Adam, 50, 10, 64, 0.0025"
Adam,50,30,64,0.0025,0.9939,0.2973,"Adam, 50, 30, 64, 0.0025"
Adam,50,50,64,0.0025,0.9981,0.1412,"Adam, 50, 50, 64, 0.0025"
Adam,50,70,64,0.0025,0.9995,0.0884,"Adam, 50, 70, 64, 0.0025"
Adam,50,90,64,0.0025,0.9998,0.0635,"Adam, 50, 90, 64, 0.0025"
Adam,50,110,64,0.0025,0.9999,0.0473,"Adam, 50, 110, 64, 0.0025"
Adam,50,1,8,0.005,0.1123,2.3814,"Adam, 50, 1, 8, 0.005"
Adam,50,2,8,0.005,0.2245,2.1298,"Adam, 50, 2, 8, 0.005"
Adam,50,4,8,0.005,0.3681,1.8237,"Adam, 50, 4, 8, 0.005"
Adam,50,6,8,0.005,0.4867,1.6102,"Adam, 50, 6, 8, 0.005"
Adam,50,8,8,0.005,0.5762,1.4357,"Adam, 50, 8, 8, 0.005"
Adam,50,10,8,0.005,0.6369,1.3074,"Adam, 50, 10, 8, 0.005"
Adam,50,30,8,0.005,0.8483,0.8231,"Adam, 50, 30, 8, 0.005"
Adam,50,50,8,0.005,0.9089,0.6475,"Adam, 50, 50, 8, 0.005"
Adam,50,70,8,0.005,0.9402,0.5508,"Adam, 50, 70, 8, 0.005"
Adam,50,90,8,0.005,0.9576,0.4806,"Adam, 50, 90, 8, 0.005"
Adam,50,110,8,0.005,0.9687,0.4276,"Adam, 50, 110, 8, 0.005"
Adam,50,1,16,0.005,0.1254,2.3591,"Adam, 50, 1, 16, 0.005"
Adam,50,2,16,0.005,0.2487,2.0814,"Adam, 50, 2, 16, 0.005"
Adam,50,4,16,0.005,0.3998,1.7412,"Adam, 50, 4, 16, 0.005"
Adam,50,6,16,0.005,0.5267,1.5102,"Adam, 50, 6, 16, 0.005"
Adam,50,8,16,0.005,0.6234,1.3254,"Adam, 50, 8, 16, 0.005"
Adam,50,10,16,0.005,0.6892,1.1871,"Adam, 50, 10, 16, 0.005"
Adam,50,30,16,0.005,0.8796,0.7198,"Adam, 50, 30, 16, 0.005"
Adam,50,50,16,0.005,0.9312,0.5462,"Adam, 50, 50, 16, 0.005"
Adam,50,70,16,0.005,0.9578,0.4541,"Adam, 50, 70, 16, 0.005"
Adam,50,90,16,0.005,0.9721,0.3912,"Adam, 50, 90, 16, 0.005"
Adam,50,110,16,0.005,0.9812,0.3421,"Adam, 50, 110, 16, 0.005"
Adam,50,1,32,0.005,0.1387,2.3401,"Adam, 50, 1, 32, 0.005"
Adam,50,2,32,0.005,0.2731,2.0298,"Adam, 50, 2, 32, 0.005"
Adam,50,4,32,0.005,0.4357,1.6723,"Adam, 50, 4, 32, 0.005"
Adam,50,6,32,0.005,0.5763,1.4298,"Adam, 50, 6, 32, 0.005"
Adam,50,8,32,0.005,0.6821,1.2367,"Adam, 50, 8, 32, 0.005"
Adam,50,10,32,0.005,0.7543,1.0901,"Adam, 50, 10, 32, 0.005"
Adam,50,30,32,0.005,0.9165,0.6214,"Adam, 50, 30, 32, 0.005"
Adam,50,50,32,0.005,0.9521,0.4832,"Adam, 50, 50, 32, 0.005"
Adam,50,70,32,0.005,0.9682,0.4045,"Adam, 50, 70, 32, 0.005"
Adam,50,90,32,0.005,0.9776,0.3501,"Adam, 50, 90, 32, 0.005"
Adam,50,110,32,0.005,0.9843,0.3098,"Adam, 50, 110, 32, 0.005"
Adam,50,1,64,0.005,0.1521,2.3124,"Adam, 50, 1, 64, 0.005"
Adam,50,2,64,0.005,0.2985,2.0034,"Adam, 50, 2, 64, 0.005"
Adam,50,4,64,0.005,0.4723,1.6198,"Adam, 50, 4, 64, 0.005"
Adam,50,6,64,0.005,0.6287,1.3467,"Adam, 50, 6, 64, 0.005"
Adam,50,8,64,0.005,0.7421,1.1482,"Adam, 50, 8, 64, 0.005"
Adam,50,10,64,0.005,0.8164,0.9987,"Adam, 50, 10, 64, 0.005"
Adam,50,30,64,0.005,0.9435,0.5642,"Adam, 50, 30, 64, 0.005"
Adam,50,50,64,0.005,0.9743,0.4276,"Adam, 50, 50, 64, 0.005"
Adam,50,70,64,0.005,0.9871,0.3554,"Adam, 50, 70, 64, 0.005"
Adam,50,90,64,0.005,0.9932,0.3078,"Adam, 50, 90, 64, 0.005"
Adam,50,110,64,0.005,0.9961,0.2764,"Adam, 50, 110, 64, 0.005"
Adam,50,1,8,0.0075,0.1098,2.3854,"Adam, 50, 1, 8, 0.0075"
Adam,50,2,8,0.0075,0.1205,2.3812,"Adam, 50, 2, 8, 0.0075"
Adam,50,4,8,0.0075,0.1432,2.3698,"Adam, 50, 4, 8, 0.0075"
Adam,50,6,8,0.0075,0.1826,2.3467,"Adam, 50, 6, 8, 0.0075"
Adam,50,8,8,0.0075,0.2451,2.3045,"Adam, 50, 8, 8, 0.0075"
Adam,50,10,8,0.0075,0.3203,2.2367,"Adam, 50, 10, 8, 0.0075"
Adam,50,30,8,0.0075,0.9134,0.9856,"Adam, 50, 30, 8, 0.0075"
Adam,50,50,8,0.0075,0.9487,0.7245,"Adam, 50, 50, 8, 0.0075"
Adam,50,70,8,0.0075,0.9651,0.5854,"Adam, 50, 70, 8, 0.0075"
Adam,50,90,8,0.0075,0.9745,0.5032,"Adam, 50, 90, 8, 0.0075"
Adam,50,110,8,0.0075,0.9798,0.4476,"Adam, 50, 110, 8, 0.0075"
Adam,50,1,16,0.0075,0.1223,2.3801,"Adam, 50, 1, 16, 0.0075"
Adam,50,2,16,0.0075,0.1321,2.3782,"Adam, 50, 2, 16, 0.0075"
Adam,50,4,16,0.0075,0.1518,2.3706,"Adam, 50, 4, 16, 0.0075"
Adam,50,6,16,0.0075,0.1893,2.3554,"Adam, 50, 6, 16, 0.0075"
Adam,50,8,16,0.0075,0.2465,2.3321,"Adam, 50, 8, 16, 0.0075"
Adam,50,10,16,0.0075,0.3207,2.3008,"Adam, 50, 10, 16, 0.0075"
Adam,50,30,16,0.0075,0.9054,1.0214,"Adam, 50, 30, 16, 0.0075"
Adam,50,50,16,0.0075,0.9412,0.7542,"Adam, 50, 50, 16, 0.0075"
Adam,50,70,16,0.0075,0.9576,0.6154,"Adam, 50, 70, 16, 0.0075"
Adam,50,90,16,0.0075,0.9662,0.5321,"Adam, 50, 90, 16, 0.0075"
Adam,50,110,16,0.0075,0.9718,0.4765,"Adam, 50, 110, 16, 0.0075"
Adam,50,1,32,0.0075,0.1265,2.3786,"Adam, 50, 1, 32, 0.0075"
Adam,50,2,32,0.0075,0.1365,2.3776,"Adam, 50, 2, 32, 0.0075"
Adam,50,4,32,0.0075,0.1562,2.3694,"Adam, 50, 4, 32, 0.0075"
Adam,50,6,32,0.0075,0.1923,2.3543,"Adam, 50, 6, 32, 0.0075"
Adam,50,8,32,0.0075,0.2476,2.3318,"Adam, 50, 8, 32, 0.0075"
Adam,50,10,32,0.0075,0.3218,2.3004,"Adam, 50, 10, 32, 0.0075"
Adam,50,30,32,0.0075,0.8976,1.0523,"Adam, 50, 30, 32, 0.0075"
Adam,50,50,32,0.0075,0.9321,0.7856,"Adam, 50, 50, 32, 0.0075"
Adam,50,70,32,0.0075,0.9473,0.6402,"Adam, 50, 70, 32, 0.0075"
Adam,50,90,32,0.0075,0.9567,0.5531,"Adam, 50, 90, 32, 0.0075"
Adam,50,110,32,0.0075,0.9624,0.4976,"Adam, 50, 110, 32, 0.0075"
Adam,50,1,64,0.0075,0.1312,2.3771,"Adam, 50, 1, 64, 0.0075"
Adam,50,2,64,0.0075,0.1409,2.3762,"Adam, 50, 2, 64, 0.0075"
Adam,50,4,64,0.0075,0.1604,2.3678,"Adam, 50, 4, 64, 0.0075"
Adam,50,6,64,0.0075,0.1965,2.3527,"Adam, 50, 6, 64, 0.0075"
Adam,50,8,64,0.0075,0.2518,2.3304,"Adam, 50, 8, 64, 0.0075"
Adam,50,10,64,0.0075,0.3262,2.2996,"Adam, 50, 10, 64, 0.0075"
Adam,50,30,64,0.0075,0.8876,1.0823,"Adam, 50, 30, 64, 0.0075"
Adam,50,50,64,0.0075,0.9223,0.8157,"Adam, 50, 50, 64, 0.0075"
Adam,50,70,64,0.0075,0.9376,0.6701,"Adam, 50, 70, 64, 0.0075"
Adam,50,90,64,0.0075,0.9462,0.5834,"Adam, 50, 90, 64, 0.0075"
Adam,50,110,64,0.0075,0.9518,0.5276,"Adam, 50, 110, 64, 0.0075"
Adam,50,1,8,0.01,0.3021,1.9634,"Adam, 50, 1, 8, 0.01"
Adam,50,2,8,0.01,0.3827,1.7632,"Adam, 50, 2, 8, 0.01"
Adam,50,4,8,0.01,0.4953,1.5128,"Adam, 50, 4, 8, 0.01"
Adam,50,6,8,0.01,0.5884,1.3102,"Adam, 50, 6, 8, 0.01"
Adam,50,8,8,0.01,0.6579,1.1507,"Adam, 50, 8, 8, 0.01"
Adam,50,10,8,0.01,0.7053,1.0283,"Adam, 50, 10, 8, 0.01"
Adam,50,30,8,0.01,0.8532,0.6094,"Adam, 50, 30, 8, 0.01"
Adam,50,50,8,0.01,0.8967,0.4531,"Adam, 50, 50, 8, 0.01"
